"index","shortname","name","unicode","unicode_encoded","aliases","image"
"1138",":volleyball:","volleyball","1f3d0","🏐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3d0.png?v=2.2.7!"
"1139",":football:","american football","1f3c8","🏈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c8.png?v=2.2.7!"
"1140",":rugby_football:","rugby football","1f3c9","🏉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c9.png?v=2.2.7!"
"1141",":tennis:","tennis racquet and ball","1f3be","🎾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3be.png?v=2.2.7!"
"1142",":8ball:","billiards","1f3b1","🎱","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b1.png?v=2.2.7!"
"1143",":bowling:","bowling","1f3b3","🎳","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b3.png?v=2.2.7!"
"1144",":cricket:","cricket bat and ball","1f3cf","🏏",":cricket_bat_ball:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3cf.png?v=2.2.7!"
"1145",":field_hockey:","field hockey stick and ball","1f3d1","🏑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3d1.png?v=2.2.7!"
"1146",":hockey:","ice hockey stick and puck","1f3d2","🏒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3d2.png?v=2.2.7!"
"1147",":ping_pong:","table tennis paddle and ball","1f3d3","🏓",":table_tennis:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3d3.png?v=2.2.7!"
"1148",":badminton:","badminton racquet","1f3f8","🏸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3f8.png?v=2.2.7!"
"1149",":boxing_glove:","boxing glove","1f94a","🥊",":boxing_gloves:","!https://cdn.jsdelivr.net/emojione/assets/png/1f94a.png?v=2.2.7!"
"1150",":martial_arts_uniform:","martial arts uniform","1f94b","🥋",":karate_uniform:","!https://cdn.jsdelivr.net/emojione/assets/png/1f94b.png?v=2.2.7!"
"1151",":goal:","goal net","1f945","🥅",":goal_net:","!https://cdn.jsdelivr.net/emojione/assets/png/1f945.png?v=2.2.7!"
"1152",":dart:","direct hit","1f3af","🎯","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3af.png?v=2.2.7!"
"1153",":golf:","flag in hole","26f3","⛳","","!https://cdn.jsdelivr.net/emojione/assets/png/26f3.png?v=2.2.7!"
"1154",":ice_skate:","ice skate","26f8","⛸","","!https://cdn.jsdelivr.net/emojione/assets/png/26f8.png?v=2.2.7!"
"1155",":fishing_pole_and_fish:","fishing pole and fish","1f3a3","🎣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a3.png?v=2.2.7!"
"1156",":running_shirt_with_sash:","running shirt with sash","1f3bd","🎽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3bd.png?v=2.2.7!"
"1157",":ski:","ski and ski boot","1f3bf","🎿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3bf.png?v=2.2.7!"
"1158",":video_game:","video game","1f3ae","🎮","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ae.png?v=2.2.7!"
"1159",":joystick:","joystick","1f579","🕹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f579.png?v=2.2.7!"
"1160",":game_die:","game die","1f3b2","🎲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b2.png?v=2.2.7!"
"1161",":spades:","black spade suit","2660","♠","","!https://cdn.jsdelivr.net/emojione/assets/png/2660.png?v=2.2.7!"
"1162",":hearts:","black heart suit","2665","♥","","!https://cdn.jsdelivr.net/emojione/assets/png/2665.png?v=2.2.7!"
"1163",":diamonds:","black diamond suit","2666","♦","","!https://cdn.jsdelivr.net/emojione/assets/png/2666.png?v=2.2.7!"
"1164",":clubs:","black club suit","2663","♣","","!https://cdn.jsdelivr.net/emojione/assets/png/2663.png?v=2.2.7!"
"1165",":black_joker:","playing card black joker","1f0cf","🃏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f0cf.png?v=2.2.7!"
"1166",":mahjong:","mahjong tile red dragon","1f004","🀄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f004.png?v=2.2.7!"
"1167",":flower_playing_cards:","flower playing cards","1f3b4","🎴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b4.png?v=2.2.7!"
"1168",":mute:","speaker with cancellation stroke","1f507","🔇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f507.png?v=2.2.7!"
"1169",":speaker:","speaker","1f508","🔈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f508.png?v=2.2.7!"
"1170",":sound:","speaker with one sound wave","1f509","🔉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f509.png?v=2.2.7!"
"1171",":loud_sound:","speaker with three sound waves","1f50a","🔊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f50a.png?v=2.2.7!"
"1172",":loudspeaker:","public address loudspeaker","1f4e2","📢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e2.png?v=2.2.7!"
"1173",":mega:","cheering megaphone","1f4e3","📣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e3.png?v=2.2.7!"
"1174",":postal_horn:","postal horn","1f4ef","📯","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ef.png?v=2.2.7!"
"1175",":bell:","bell","1f514","🔔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f514.png?v=2.2.7!"
"1176",":no_bell:","bell with cancellation stroke","1f515","🔕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f515.png?v=2.2.7!"
"1177",":musical_score:","musical score","1f3bc","🎼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3bc.png?v=2.2.7!"
"1178",":musical_note:","musical note","1f3b5","🎵","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b5.png?v=2.2.7!"
"1179",":notes:","multiple musical notes","1f3b6","🎶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b6.png?v=2.2.7!"
"1180",":microphone2:","studio microphone","1f399","🎙",":studio_microphone:","!https://cdn.jsdelivr.net/emojione/assets/png/1f399.png?v=2.2.7!"
"1181",":level_slider:","level slider","1f39a","🎚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f39a.png?v=2.2.7!"
"1182",":control_knobs:","control knobs","1f39b","🎛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f39b.png?v=2.2.7!"
"1183",":microphone:","microphone","1f3a4","🎤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a4.png?v=2.2.7!"
"1184",":headphones:","headphone","1f3a7","🎧","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a7.png?v=2.2.7!"
"1185",":radio:","radio","1f4fb","📻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4fb.png?v=2.2.7!"
"1186",":saxophone:","saxophone","1f3b7","🎷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b7.png?v=2.2.7!"
"1187",":guitar:","guitar","1f3b8","🎸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b8.png?v=2.2.7!"
"1188",":musical_keyboard:","musical keyboard","1f3b9","🎹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b9.png?v=2.2.7!"
"1189",":trumpet:","trumpet","1f3ba","🎺","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ba.png?v=2.2.7!"
"1190",":violin:","violin","1f3bb","🎻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3bb.png?v=2.2.7!"
"1191",":drum:","drum with drumsticks","1f941","🥁",":drum_with_drumsticks:","!https://cdn.jsdelivr.net/emojione/assets/png/1f941.png?v=2.2.7!"
"1192",":iphone:","mobile phone","1f4f1","📱","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f1.png?v=2.2.7!"
"1193",":calling:","mobile phone with rightwards arrow at left","1f4f2","📲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f2.png?v=2.2.7!"
"1194",":telephone:","black telephone","260e","☎","","!https://cdn.jsdelivr.net/emojione/assets/png/260e.png?v=2.2.7!"
"1195",":telephone_receiver:","telephone receiver","1f4de","📞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4de.png?v=2.2.7!"
"1196",":pager:","pager","1f4df","📟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4df.png?v=2.2.7!"
"1197",":fax:","fax machine","1f4e0","📠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e0.png?v=2.2.7!"
"1198",":battery:","battery","1f50b","🔋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f50b.png?v=2.2.7!"
"1199",":electric_plug:","electric plug","1f50c","🔌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f50c.png?v=2.2.7!"
"1200",":computer:","personal computer","1f4bb","💻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4bb.png?v=2.2.7!"
"1201",":desktop:","desktop computer","1f5a5","🖥",":desktop_computer:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5a5.png?v=2.2.7!"
"1202",":printer:","printer","1f5a8","🖨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f5a8.png?v=2.2.7!"
"1203",":keyboard:","keyboard","2328","⌨","","!https://cdn.jsdelivr.net/emojione/assets/png/2328.png?v=2.2.7!"
"1204",":mouse_three_button:","three button mouse","1f5b1","🖱",":three_button_mouse:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5b1.png?v=2.2.7!"
"1205",":trackball:","trackball","1f5b2","🖲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f5b2.png?v=2.2.7!"
"1206",":minidisc:","minidisc","1f4bd","💽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4bd.png?v=2.2.7!"
"1207",":floppy_disk:","floppy disk","1f4be","💾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4be.png?v=2.2.7!"
"1208",":cd:","optical disc","1f4bf","💿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4bf.png?v=2.2.7!"
"1209",":dvd:","dvd","1f4c0","📀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c0.png?v=2.2.7!"
"1210",":movie_camera:","movie camera","1f3a5","🎥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a5.png?v=2.2.7!"
"1211",":film_frames:","film frames","1f39e","🎞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f39e.png?v=2.2.7!"
"1212",":projector:","film projector","1f4fd","📽",":film_projector:","!https://cdn.jsdelivr.net/emojione/assets/png/1f4fd.png?v=2.2.7!"
"1213",":clapper:","clapper board","1f3ac","🎬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ac.png?v=2.2.7!"
"1214",":tv:","television","1f4fa","📺","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4fa.png?v=2.2.7!"
"1215",":camera:","camera","1f4f7","📷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f7.png?v=2.2.7!"
"1216",":camera_with_flash:","camera with flash","1f4f8","📸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f8.png?v=2.2.7!"
"1217",":video_camera:","video camera","1f4f9","📹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f9.png?v=2.2.7!"
"1218",":vhs:","videocassette","1f4fc","📼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4fc.png?v=2.2.7!"
"1219",":mag:","left-pointing magnifying glass","1f50d","🔍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f50d.png?v=2.2.7!"
"1220",":mag_right:","right-pointing magnifying glass","1f50e","🔎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f50e.png?v=2.2.7!"
"1221",":microscope:","microscope","1f52c","🔬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f52c.png?v=2.2.7!"
"1222",":telescope:","telescope","1f52d","🔭","","!https://cdn.jsdelivr.net/emojione/assets/png/1f52d.png?v=2.2.7!"
"1223",":satellite:","satellite antenna","1f4e1","📡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e1.png?v=2.2.7!"
"1224",":candle:","candle","1f56f","🕯","","!https://cdn.jsdelivr.net/emojione/assets/png/1f56f.png?v=2.2.7!"
"1225",":bulb:","electric light bulb","1f4a1","💡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a1.png?v=2.2.7!"
"1226",":flashlight:","electric torch","1f526","🔦","","!https://cdn.jsdelivr.net/emojione/assets/png/1f526.png?v=2.2.7!"
"1227",":izakaya_lantern:","izakaya lantern","1f3ee","🏮","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ee.png?v=2.2.7!"
"1228",":notebook_with_decorative_cover:","notebook with decorative cover","1f4d4","📔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d4.png?v=2.2.7!"
"1229",":closed_book:","closed book","1f4d5","📕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d5.png?v=2.2.7!"
"1230",":book:","open book","1f4d6","📖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d6.png?v=2.2.7!"
"1231",":green_book:","green book","1f4d7","📗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d7.png?v=2.2.7!"
"1232",":blue_book:","blue book","1f4d8","📘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d8.png?v=2.2.7!"
"1233",":orange_book:","orange book","1f4d9","📙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d9.png?v=2.2.7!"
"1234",":books:","books","1f4da","📚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4da.png?v=2.2.7!"
"1235",":notebook:","notebook","1f4d3","📓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d3.png?v=2.2.7!"
"1236",":ledger:","ledger","1f4d2","📒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d2.png?v=2.2.7!"
"1237",":page_with_curl:","page with curl","1f4c3","📃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c3.png?v=2.2.7!"
"1238",":scroll:","scroll","1f4dc","📜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4dc.png?v=2.2.7!"
"1239",":page_facing_up:","page facing up","1f4c4","📄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c4.png?v=2.2.7!"
"1240",":newspaper:","newspaper","1f4f0","📰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4f0.png?v=2.2.7!"
"1241",":newspaper2:","rolled-up newspaper","1f5de","🗞",":rolled_up_newspaper:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5de.png?v=2.2.7!"
"1242",":bookmark_tabs:","bookmark tabs","1f4d1","📑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d1.png?v=2.2.7!"
"1243",":bookmark:","bookmark","1f516","🔖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f516.png?v=2.2.7!"
"1244",":label:","label","1f3f7","🏷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3f7.png?v=2.2.7!"
"1245",":moneybag:","money bag","1f4b0","💰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b0.png?v=2.2.7!"
"1246",":yen:","banknote with yen sign","1f4b4","💴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b4.png?v=2.2.7!"
"1247",":dollar:","banknote with dollar sign","1f4b5","💵","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b5.png?v=2.2.7!"
"1248",":euro:","banknote with euro sign","1f4b6","💶","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b6.png?v=2.2.7!"
"1249",":pound:","banknote with pound sign","1f4b7","💷","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b7.png?v=2.2.7!"
"1250",":money_with_wings:","money with wings","1f4b8","💸","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b8.png?v=2.2.7!"
"1251",":credit_card:","credit card","1f4b3","💳","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b3.png?v=2.2.7!"
"1252",":chart:","chart with upwards trend and yen sign","1f4b9","💹","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b9.png?v=2.2.7!"
"1253",":currency_exchange:","currency exchange","1f4b1","💱","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b1.png?v=2.2.7!"
"1254",":heavy_dollar_sign:","heavy dollar sign","1f4b2","💲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4b2.png?v=2.2.7!"
"1255",":envelope:","envelope","2709","✉","","!https://cdn.jsdelivr.net/emojione/assets/png/2709.png?v=2.2.7!"
"1256",":e-mail:","e-mail symbol","1f4e7","📧",":email:","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e7.png?v=2.2.7!"
"1257",":incoming_envelope:","incoming envelope","1f4e8","📨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e8.png?v=2.2.7!"
"1258",":envelope_with_arrow:","envelope with downwards arrow above","1f4e9","📩","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e9.png?v=2.2.7!"
"1259",":outbox_tray:","outbox tray","1f4e4","📤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e4.png?v=2.2.7!"
"1260",":inbox_tray:","inbox tray","1f4e5","📥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e5.png?v=2.2.7!"
"1261",":package:","package","1f4e6","📦","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4e6.png?v=2.2.7!"
"1262",":mailbox:","closed mailbox with raised flag","1f4eb","📫","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4eb.png?v=2.2.7!"
"1263",":mailbox_closed:","closed mailbox with lowered flag","1f4ea","📪","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ea.png?v=2.2.7!"
"1264",":mailbox_with_mail:","open mailbox with raised flag","1f4ec","📬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ec.png?v=2.2.7!"
"1265",":mailbox_with_no_mail:","open mailbox with lowered flag","1f4ed","📭","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ed.png?v=2.2.7!"
"1266",":postbox:","postbox","1f4ee","📮","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ee.png?v=2.2.7!"
"1267",":ballot_box:","ballot box with ballot","1f5f3","🗳",":ballot_box_with_ballot:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5f3.png?v=2.2.7!"
"1268",":pencil2:","pencil","270f","✏","","!https://cdn.jsdelivr.net/emojione/assets/png/270f.png?v=2.2.7!"
"1269",":black_nib:","black nib","2712","✒","","!https://cdn.jsdelivr.net/emojione/assets/png/2712.png?v=2.2.7!"
"1270",":pen_fountain:","lower left fountain pen","1f58b","🖋",":lower_left_fountain_pen:","!https://cdn.jsdelivr.net/emojione/assets/png/1f58b.png?v=2.2.7!"
"1271",":pen_ballpoint:","lower left ballpoint pen","1f58a","🖊",":lower_left_ballpoint_pen:","!https://cdn.jsdelivr.net/emojione/assets/png/1f58a.png?v=2.2.7!"
"1272",":paintbrush:","lower left paintbrush","1f58c","🖌",":lower_left_paintbrush:","!https://cdn.jsdelivr.net/emojione/assets/png/1f58c.png?v=2.2.7!"
"1273",":crayon:","lower left crayon","1f58d","🖍",":lower_left_crayon:","!https://cdn.jsdelivr.net/emojione/assets/png/1f58d.png?v=2.2.7!"
"1274",":pencil:","memo","1f4dd","📝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4dd.png?v=2.2.7!"
"1275",":briefcase:","briefcase","1f4bc","💼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4bc.png?v=2.2.7!"
"1276",":file_folder:","file folder","1f4c1","📁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c1.png?v=2.2.7!"
"1277",":open_file_folder:","open file folder","1f4c2","📂","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c2.png?v=2.2.7!"
"1278",":dividers:","card index dividers","1f5c2","🗂",":card_index_dividers:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5c2.png?v=2.2.7!"
"1279",":date:","calendar","1f4c5","📅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c5.png?v=2.2.7!"
"1280",":calendar:","tear-off calendar","1f4c6","📆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c6.png?v=2.2.7!"
"1281",":notepad_spiral:","spiral note pad","1f5d2","🗒",":spiral_note_pad:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5d2.png?v=2.2.7!"
"1282",":calendar_spiral:","spiral calendar pad","1f5d3","🗓",":spiral_calendar_pad:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5d3.png?v=2.2.7!"
"1283",":card_index:","card index","1f4c7","📇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c7.png?v=2.2.7!"
"1284",":chart_with_upwards_trend:","chart with upwards trend","1f4c8","📈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c8.png?v=2.2.7!"
"1285",":chart_with_downwards_trend:","chart with downwards trend","1f4c9","📉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4c9.png?v=2.2.7!"
"1286",":bar_chart:","bar chart","1f4ca","📊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ca.png?v=2.2.7!"
"1287",":clipboard:","clipboard","1f4cb","📋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4cb.png?v=2.2.7!"
"1288",":pushpin:","pushpin","1f4cc","📌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4cc.png?v=2.2.7!"
"1289",":round_pushpin:","round pushpin","1f4cd","📍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4cd.png?v=2.2.7!"
"1290",":paperclip:","paperclip","1f4ce","📎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ce.png?v=2.2.7!"
"1291",":paperclips:","linked paperclips","1f587","🖇",":linked_paperclips:","!https://cdn.jsdelivr.net/emojione/assets/png/1f587.png?v=2.2.7!"
"1292",":straight_ruler:","straight ruler","1f4cf","📏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4cf.png?v=2.2.7!"
"1293",":triangular_ruler:","triangular ruler","1f4d0","📐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4d0.png?v=2.2.7!"
"1294",":scissors:","black scissors","2702","✂","","!https://cdn.jsdelivr.net/emojione/assets/png/2702.png?v=2.2.7!"
"1295",":card_box:","card file box","1f5c3","🗃",":card_file_box:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5c3.png?v=2.2.7!"
